Profit,Customers,Loan_Portfolio,Deposit_Portfolio,Operating_Expenses,GDP_Growth,Inflation,Interest_Rate,Stock_Index,Consumer_Confidence,Unemployment
-1276617005.2845838,8270,364944,279030,18028,4.248355448633495,3.7806158497368134,3.1685489787200734,2317.9421793208735,105.67102574894326,3.7002686133148757
591148201.4790093,1860,317589,457244,26903,4.579972505020725,2.4874924974188883,7.134347006906267,2230.1190677643003,110.95145891048008,6.38970554699912
1272506180.863775,6390,199112,194875,16717,0.5643023219261911,0.9294951311792926,2.7791010897581603,2290.83833698455,59.99952503247441,3.7011884664793433
1934285239.835695,6191,312390,318451,42562,2.843857887951672,0.2898223179140158,3.078252942243362,2727.7404240384867,146.02412541447706,6.7169211194952
546925476.5792419,6734,81153,474541,35545,4.592042112366173,1.5676700228891853,9.986910883724663,2095.013140687131,102.95703858698019,3.2443144205327963
-1989042983.9384115,7265,317356,370760,40212,0.6736999257954707,4.029816832473915,8.998018534870855,2352.233401181584,93.17470655390626,7.644984104201805
270775437.9793506,1466,184411,474790,48543,2.0642968664845314,2.097567675679817,7.2742520656591365,2611.7292904814976,69.11178396006756,4.425607249019584
576573296.2696048,5426,106238,169828,46100,0.4454008567545198,1.2612555124678009,3.8418648208323787,2048.8409527022836,145.0843483664766,8.107175126312619
-1251691096.8393657,6578,462610,265870,40375,0.567382010048687,0.10362388721469551,5.8304651420078475,2044.294677406759,94.73958347374997,8.372155680493321
-882802240.680718,9322,366015,196004,25320,4.520554062797666,2.4803102612197,2.1395421566303208,2498.567487687211,61.778546054303796,9.886345409191843
1108848623.4681716,2685,412816,458965,24301,2.2308979241524667,3.424110540937579,4.005563672346255,2899.82454846952,111.43648997249485,2.1322945367503676
613702724.2974241,1769,346751,320871,23181,3.443698270022993,0.9516473168745093,1.6117348257059756,2444.7684490889587,85.01524525017638,8.479189743441589
811460026.7157981,7949,102055,236478,14168,0.6945721162176666,2.685944197829933,6.492864982833735,2406.6446601333214,130.7996368999278,5.8551175814848335
530491256.7916373,3433,154509,67332,7573,0.10973741196377895,2.1036936334315026,8.717461675324282,2010.1577934714385,104.54657160306058,2.981835130903341
1170915082.9615731,6311,185467,454050,23973,4.45241978674432,3.5197383831138156,8.285961709872407,2732.711382511525,60.56992032919696,8.061610035432306
1073476894.7387377,6051,177378,201397,41051,2.8727281977451096,4.303024513553772,8.704731421427473,2164.0851453198334,125.06054924318316,2.526472685803556
-892707484.1877152,7420,458506,190285,47759,0.09993877785503424,1.535244421784162,2.5713974672221864,2698.493649913751,80.46666101706873,8.941445448791058
301110907.93532413,2184,137687,425885,25801,4.961697404639935,4.523855386223967,6.850761503033403,2348.5062601371155,90.82440056304898,7.059022269045608
2095619194.4370887,5555,377222,182475,33644,2.46096191506879,3.5347589913612305,9.61067834372297,2044.988522374992,127.56442860068067,3.5094629176710237
1960026157.4844613,4385,446907,369115,32523,2.379382540826379,0.1858305642214264,8.049260481145042,2327.9007108021838,60.64531885936043,7.447094574937561
-961430054.0914336,7396,450686,299271,38481,3.104570921613106,3.956214487788159,1.0305134091792238,2659.560336779928,147.77791859999257,3.3383902735278213
26761975.5705466,9666,447057,497246,23807,0.03952267097731055,2.47313531761916,8.940759503990602,2768.3386545405333,120.20863185985606,6.523322305445198
543254655.8386306,3558,152652,123042,6890,2.8456918685322004,4.727304459060637,7.352018649957648,2635.544101410435,69.2593759417235,2.039831699877011
-973451792.4887301,8849,375341,145195,24951,3.147419519948284,1.6181574862044807,2.0985585032812337,2711.0607823097926,55.81252099399641,9.497897746930253
322470948.5905953,3047,105773,188663,10375,1.484767840515363,2.9560682956818636,3.8244032443903873,2235.9141231465715,104.45355057109668,2.5118390092104406
1727743041.702805,3747,460992,439288,36305,3.6342620488414923,4.780730915655459,2.057633310987141,2965.2481791410355,87.92579516853428,7.998542862557411
300729074.4096203,1189,252668,325140,20579,1.8871590810898387,1.3557986651380072,7.568294480175051,2226.9104971822894,52.95048552466983,7.640110204731919
1610030883.8280838,3734,431087,364629,14870,3.5888656722907006,2.359767721998556,1.0317149776910841,2170.0990801468515,110.9218752132402,7.212523254893127
310800537.71140105,4005,77584,97830,23531,0.7191258922625715,3.76247742265843,5.180699632671265,2249.811743354287,80.87483780881894,2.312877254392891
1668623147.9870872,5658,294901,84370,14109,4.56848908020509,3.455493425567921,9.998280761007916,2972.055177538013,82.19826345384915,7.244090203841644
1297688865.0172987,2899,447516,369716,31842,4.397286868281301,4.193516332937582,8.660174800002434,2064.95362094614,66.21718033376948,6.902524363612079
-1539219161.2150574,8734,315482,341242,15716,0.7531323804388529,2.598983397142416,6.284995430660938,2773.4452950513396,64.03782574724475,7.061067448729677
255488059.88211784,2267,112601,242633,23190,4.692269685427605,1.5946059594123825,7.2454072963419405,2105.2865032063423,64.43420194891468,6.3063043863780175
471896568.35676634,2528,186559,314340,41819,2.7889013638363696,2.6754230493990216,6.432749118210895,2773.291444685022,138.60600018463606,4.643604986199595
393257884.9029143,4556,86282,192163,37433,3.508248391824842,1.7498001582003364,8.297613521728266,2277.024049158132,103.30778905468242,3.873261841227583
1350527862.8577323,4890,276137,261648,46519,4.201468961882643,0.8821526846955813,8.97386341291326,2726.623148540392,96.94260385806491,5.6505349845261055
-88108762.72395903,9838,427591,246326,30204,0.41784973540001824,2.7748485131217566,7.89933144675215,2049.0005988318544,120.44677618124804,5.079304346541692
932402554.3444474,6393,145798,361406,47871,0.8464217873308327,0.24190276893298057,2.63766276591041,2334.5954136901755,81.97677281603227,7.501751642129192
1772137847.6940484,9792,180963,187095,41530,1.4519546074298089,0.18287651496858126,4.352692590267947,2464.6244830447567,132.2224461090052,4.165357035652493
-325962277.7075499,9433,420755,70543,49511,2.3860224069350684,0.32286769720314246,8.059673909374652,2020.6750677321113,69.71955485525993,8.333608511280143
